Date,(ALL) Requiring inpatient care,(ALL) Discharged from hospital or released from treatment,(ALL) To be confirmed,(Hokkaido) Requiring inpatient care,(Hokkaido) Discharged from hospital or released from treatment,(Hokkaido) To be confirmed,(Aomori) Requiring inpatient care,(Aomori) Discharged from hospital or released from treatment,(Aomori) To be confirmed,(Iwate) Requiring inpatient care,(Iwate) Discharged from hospital or released from treatment,(Iwate) To be confirmed,(Miyagi) Requiring inpatient care,(Miyagi) Discharged from hospital or released from treatment,(Miyagi) To be confirmed,(Akita) Requiring inpatient care,(Akita) Discharged from hospital or released from treatment,(Akita) To be confirmed,(Yamagata) Requiring inpatient care,(Yamagata) Discharged from hospital or released from treatment,(Yamagata) To be confirmed,(Fukushima) Requiring inpatient care,(Fukushima) Discharged from hospital or released from treatment,(Fukushima) To be confirmed,(Ibaraki) Requiring inpatient care,(Ibaraki) Discharged from hospital or released from treatment,(Ibaraki) To be confirmed,(Tochigi) Requiring inpatient care,(Tochigi) Discharged from hospital or released from treatment,(Tochigi) To be confirmed,(Gunma) Requiring inpatient care,(Gunma) Discharged from hospital or released from treatment,(Gunma) To be confirmed,(Saitama) Requiring inpatient care,(Saitama) Discharged from hospital or released from treatment,(Saitama) To be confirmed,(Chiba) Requiring inpatient care,(Chiba) Discharged from hospital or released from treatment,(Chiba) To be confirmed,(Tokyo) Requiring inpatient care,(Tokyo) Discharged from hospital or released from treatment,(Tokyo) To be confirmed,(Kanagawa) Requiring inpatient care,(Kanagawa) Discharged from hospital or released from treatment,(Kanagawa) To be confirmed,(Niigata) Requiring inpatient care,(Niigata) Discharged from hospital or released from treatment,(Niigata) To be confirmed,(Toyama) Requiring inpatient care,(Toyama) Discharged from hospital or released from treatment,(Toyama) To be confirmed,(Ishikawa) Requiring inpatient care,(Ishikawa) Discharged from hospital or released from treatment,(Ishikawa) To be confirmed,(Fukui) Requiring inpatient care,(Fukui) Discharged from hospital or released from treatment,(Fukui) To be confirmed,(Yamanashi) Requiring inpatient care,(Yamanashi) Discharged from hospital or released from treatment,(Yamanashi) To be confirmed,(Nagano) Requiring inpatient care,(Nagano) Discharged from hospital or released from treatment,(Nagano) To be confirmed,(Gifu) Requiring inpatient care,(Gifu) Discharged from hospital or released from treatment,(Gifu) To be confirmed,(Shizuoka) Requiring inpatient care,(Shizuoka) Discharged from hospital or released from treatment,(Shizuoka) To be confirmed,(Aichi) Requiring inpatient care,(Aichi) Discharged from hospital or released from treatment,(Aichi) To be confirmed,(Mie) Requiring inpatient care,(Mie) Discharged from hospital or released from treatment,(Mie) To be confirmed,(Shiga) Requiring inpatient care,(Shiga) Discharged from hospital or released from treatment,(Shiga) To be confirmed,(Kyoto) Requiring inpatient care,(Kyoto) Discharged from hospital or released from treatment,(Kyoto) To be confirmed,(Osaka) Requiring inpatient care,(Osaka) Discharged from hospital or released from treatment,(Osaka) To be confirmed,(Hyogo) Requiring inpatient care,(Hyogo) Discharged from hospital or released from treatment,(Hyogo) To be confirmed,(Nara) Requiring inpatient care,(Nara) Discharged from hospital or released from treatment,(Nara) To be confirmed,(Wakayama) Requiring inpatient care,(Wakayama) Discharged from hospital or released from treatment,(Wakayama) To be confirmed,(Tottori) Requiring inpatient care,(Tottori) Discharged from hospital or released from treatment,(Tottori) To be confirmed,(Shimane) Requiring inpatient care,(Shimane) Discharged from hospital or released from treatment,(Shimane) To be confirmed,(Okayama) Requiring inpatient care,(Okayama) Discharged from hospital or released from treatment,(Okayama) To be confirmed,(Hiroshima) Requiring inpatient care,(Hiroshima) Discharged from hospital or released from treatment,(Hiroshima) To be confirmed,(Yamaguchi) Requiring inpatient care,(Yamaguchi) Discharged from hospital or released from treatment,(Yamaguchi) To be confirmed,(Tokushima) Requiring inpatient care,(Tokushima) Discharged from hospital or released from treatment,(Tokushima) To be confirmed,(Kagawa) Requiring inpatient care,(Kagawa) Discharged from hospital or released from treatment,(Kagawa) To be confirmed,(Ehime) Requiring inpatient care,(Ehime) Discharged from hospital or released from treatment,(Ehime) To be confirmed,(Kochi) Requiring inpatient care,(Kochi) Discharged from hospital or released from treatment,(Kochi) To be confirmed,(Fukuoka) Requiring inpatient care,(Fukuoka) Discharged from hospital or released from treatment,(Fukuoka) To be confirmed,(Saga) Requiring inpatient care,(Saga) Discharged from hospital or released from treatment,(Saga) To be confirmed,(Nagasaki) Requiring inpatient care,(Nagasaki) Discharged from hospital or released from treatment,(Nagasaki) To be confirmed,(Kumamoto) Requiring inpatient care,(Kumamoto) Discharged from hospital or released from treatment,(Kumamoto) To be confirmed,(Oita) Requiring inpatient care,(Oita) Discharged from hospital or released from treatment,(Oita) To be confirmed,(Miyazaki) Requiring inpatient care,(Miyazaki) Discharged from hospital or released from treatment,(Miyazaki) To be confirmed,(Kagoshima) Requiring inpatient care,(Kagoshima) Discharged from hospital or released from treatment,(Kagoshima) To be confirmed,(Okinawa) Requiring inpatient care,(Okinawa) Discharged from hospital or released from treatment,(Okinawa) To be confirmed
2022/4/27,396279,7192311,19464,24006,258955,0,5087,41468,0,169,23273,0,133,488,0,2575,21465,0,2039,20665,0,5335,45173,0,4993,136350,0,7181,72022,0,4423,78558,0,18299,486247,0,15221,400232,1605,77186,1344992,0,20862,671961,0,3895,55404,0,1548,30095,0,3540,38661,23,1161,25314,0,1210,27155,0,4053,56127,686,4684,79006,,6300,137438,500,24129,449159,0,4362,67296,0,4028,75751,0,7946,168969,1170,32362,851068,81,11557,365550,2,6774,76930,0,1452,33293,194,1157,10608,145,1692,11692,0,4573,69371,4513,11070,111378,0,1974,34147,0,663,76,0,2767,35568,0,2450,30029,0,1279,19603,0,23273,332419,7453,3842,7865,0,4716,40641,2180,5919,74566,0,3080,39580,0,4062,35008,0,5865,55712,882,11387,144983,30
2022/4/28,399096,7231323,21095,24686,261432,0,5214,41748,0,160,23531,0,141,624,0,2708,21656,0,2083,20820,0,5286,45684,0,4861,137217,0,6547,73234,0,4285,79201,0,18601,488294,0,14946,402283,3382,79161,1348407,0,20478,674553,0,3904,55905,0,1503,30271,0,3447,39188,23,1148,25512,0,1184,27318,0,3991,56954,381,4833,79484,,6556,137963,479,24853,451074,0,4163,67961,0,4126,75983,0,8176,169901,996,32454,854009,79,11775,367209,0,6784,77211,0,1483,33546,194,1186,10678,145,1714,11828,0,4573,69371,5156,11725,111787,0,1982,34324,0,680,72,0,2793,35884,0,2492,30278,0,1350,19723,0,21193,337037,7289,3929,7891,0,5007,41016,2229,5962,75125,0,3147,39926,0,4103,35421,0,5961,56498,712,11762,146291,30
2022/4/29,390703,7279260,19254,25278,263766,0,4971,42327,0,144,23867,0,140,645,0,2739,21902,0,2040,21030,0,5177,46181,0,4684,138144,0,6124,74200,0,4401,79555,0,17085,491964,0,14439,404116,4710,77584,1353872,0,19419,677829,0,3843,56464,0,1515,30409,0,3296,39710,23,1165,25699,0,1129,27486,0,3908,57598,229,4834,80062,,6460,137963,1334,24966,453273,0,4143,68412,0,3952,76624,0,7994,171079,793,31263,857814,78,12375,368175,2,6972,77318,0,1459,33802,194,1165,10796,145,1661,12007,0,4657,73541,1513,11989,112686,0,1916,34541,0,650,86,0,2709,36250,0,2495,30576,0,1335,19895,0,18816,341755,7240,3903,7923,0,5174,41348,2263,5962,75125,0,3157,40319,0,3886,36056,0,5914,57257,690,11815,147813,40
2022/4/30,379774,7316888,19865,25096,266450,0,4150,43415,0,134,24245,0,145,571,0,2775,22045,0,1952,21220,0,4931,46752,0,4401,139041,0,5776,74782,0,4059,80095,0,16676,493709,0,13478,406147,5776,79229,1355087,0,18240,681583,0,3717,56912,0,1413,30579,0,3361,39973,23,1141,25917,0,1042,27630,0,3728,58132,123,4688,80642,,6434,137963,1878,24555,455542,0,3750,69070,0,3817,76995,0,7406,172460,423,29262,860926,77,12417,369563,1,7109,77406,0,1457,34045,194,1115,10930,145,1562,12181,0,4657,73541,1837,11963,113679,0,1763,34807,0,607,80,0,2520,36572,0,2314,30874,0,1275,20051,0,17173,345663,6597,3775,7940,0,5138,41685,2301,5962,75125,0,3048,40658,0,3497,36706,0,5914,58145,461,11152,149354,29
2022/5/1,363168,7357247,21923,24552,268848,0,3595,44269,0,112,24552,3,149,586,0,2789,22260,0,1975,21300,0,4637,47319,0,4208,139868,0,5780,75119,0,3884,80563,0,15401,496184,0,13376,407270,6797,71875,1365596,0,16800,684952,0,3454,57398,0,1402,30663,0,3273,40203,23,1105,26087,0,983,27809,0,3428,58650,181,4378,81270,,6422,137963,2331,23214,457834,0,3662,69391,0,3596,77427,0,7418,172871,511,28476,863960,76,12029,370759,1,7131,77476,0,1421,34245,194,1059,11037,145,1496,12355,0,4657,73541,2170,11983,114402,0,1789,34953,0,557,92,0,2485,36899,0,2261,31138,0,1299,20185,0,17232,347219,6555,3414,7976,0,5291,41873,2329,5962,75125,0,2987,41063,0,3512,36972,0,5464,58858,580,11195,150867,27
2022/5/2,344935,7395704,23615,23961,271241,0,3350,44668,0,103,24744,0,150,571,0,2710,22453,0,1942,21445,0,4357,48065,0,3914,140574,0,5245,75879,0,3634,81017,0,14784,497839,0,12038,409190,7379,69098,1370773,0,15852,687489,0,3127,57932,0,1388,30772,0,3284,40446,23,1088,26249,0,886,27977,0,3229,59152,145,4177,81807,,5260,137963,3853,22395,460081,0,3311,69974,0,3380,77787,0,6670,174130,379,27501,865860,78,11469,372361,3,7312,77516,0,1373,34469,195,1055,11114,146,1350,12572,0,4657,73541,2532,11852,115177,0,1692,35156,0,520,89,0,2212,37256,0,2116,31380,0,1254,20301,0,15414,350590,6147,3286,8008,0,5225,42143,2343,4990,77635,0,2767,41451,0,3382,37301,0,5339,59562,373,10836,152004,19
2022/5/3,335063,7429248,27287,23126,273792,0,3349,44953,0,91,25033,0,153,497,0,2765,22705,0,1717,21783,0,4231,48321,0,3603,141290,0,5226,76397,0,3644,81446,0,13026,500615,0,11621,410641,8414,65885,1377339,0,14834,689531,0,3056,58297,0,1378,30885,0,3223,40671,23,1087,26396,0,917,28114,0,2971,59745,222,3804,82415,,5035,137963,4534,21021,462267,0,3239,70312,0,3264,78148,0,6895,174284,744,29824,866845,81,10829,373725,4,7269,77655,0,1332,34608,196,1021,11199,146,1312,12766,0,4657,73541,2955,11847,115817,0,1657,35401,0,490,83,0,2202,37592,0,2093,31675,0,1304,20448,0,15401,351739,6864,3020,8030,0,4482,43300,2380,4990,77635,0,2751,41858,0,3392,37648,0,4846,60426,704,11183,153417,20
2022/5/4,326425,7464118,20458,22548,276459,0,3405,45142,0,91,25301,0,157,419,0,2756,22887,0,1680,21957,0,4171,48700,0,3419,141972,0,4816,77014,0,3526,81861,0,12393,502510,0,11084,412119,998,64718,1381499,0,13707,692438,0,3008,58770,0,1399,30997,0,3548,40839,23,1121,26601,0,891,28245,0,2845,60203,210,3701,82998,,5032,137963,5117,20820,464396,0,2911,70965,0,3212,78463,0,6585,175338,620,28382,869833,82,10852,375059,0,7262,78015,0,1290,34825,197,803,11483,164,1187,12969,0,4657,73541,3558,11649,116752,0,1661,35567,0,480,73,0,2110,37896,0,1958,31913,0,1311,20591,0,15136,353837,6587,2979,8053,0,4437,43701,2425,4990,77635,0,2621,42235,0,3246,38166,0,4616,61359,469,11254,154559,8
2022/5/5,314425,7497064,21351,21591,279270,0,3454,45382,0,90,25590,0,150,510,0,2490,23321,0,1763,21999,0,4128,49298,0,3324,142548,0,4081,77981,0,3090,82565,0,11631,504209,0,10464,413473,1732,64472,1384061,0,12479,694943,0,2839,59190,0,1360,31097,0,3499,41119,23,1156,26800,0,845,28389,0,2645,60605,201,3380,83533,,5016,137963,5482,19799,466543,0,2637,71380,0,3027,78764,0,6297,176246,342,26727,872733,85,10522,376571,0,7029,78390,0,1160,35091,197,687,11657,164,1101,13144,0,4657,73541,3823,11505,117668,0,1597,35828,0,447,86,0,1988,38165,0,1800,32201,0,1317,20742,0,14728,355789,6415,2769,8085,0,4295,44071,2441,4990,77635,0,2421,42665,0,2882,38754,0,4725,61718,420,11371,155751,26
2022/5/6,295456,7545606,13677,20586,281942,0,3503,45483,0,90,25881,0,128,564,0,2353,23639,0,1780,22097,0,4082,49452,0,3012,143200,0,3622,78702,0,2944,83004,0,10637,506217,0,9148,415280,2223,61248,1389961,0,11872,696730,0,2657,59645,0,1333,31189,0,3189,41660,23,1197,27007,0,801,28528,0,2545,61037,140,3114,84055,,4908,143682,215,18280,468947,0,2299,71903,0,2616,79304,0,6043,176842,462,25018,875906,86,9850,377859,5,7127,78450,0,1060,35341,198,603,11795,164,1020,13293,0,3546,77977,941,11034,118700,0,1551,36018,0,445,59,0,1791,38507,0,1621,32515,0,1292,20906,0,14044,357841,6223,2542,8139,0,3531,45036,2460,4512,79537,0,2228,43116,0,2861,39062,0,4300,62562,521,11493,157036,16
2022/5/7,287839,7583246,18114,19814,284826,0,2280,47047,0,98,26194,0,137,354,0,2396,23925,0,1681,22397,0,4066,49967,0,2573,143987,0,3697,79265,0,3013,83434,0,10263,507983,0,8348,417128,3271,60165,1394847,0,12542,697718,0,2672,60059,0,1421,31285,0,2924,42197,23,1219,27220,0,877,28619,0,2685,61381,193,2898,84628,,4781,143682,989,16967,471254,0,2255,72341,0,2230,80035,0,6139,177208,884,23992,881124,88,9572,378797,1,6564,79155,0,1028,35553,199,593,11870,164,1031,13420,0,3546,77977,1629,11030,119349,0,1622,36224,0,490,65,0,1883,38818,0,1680,32809,0,1390,21097,0,13174,359885,7258,2317,8166,0,3639,45506,2487,4512,79537,0,2323,43487,0,3002,39383,0,4112,63271,928,12198,158772,0
2022/5/8,295272,7614612,21494,20769,286984,0,1962,47727,0,112,26472,0,142,326,0,2553,24035,0,1772,22564,0,4325,50307,0,2481,144507,0,3777,79675,0,3153,83737,0,11154,509008,0,8462,418244,4503,60448,1399269,0,12347,699899,0,2920,60414,0,1542,31382,0,3156,42562,23,1231,27474,0,915,28731,0,2694,61844,175,3127,85169,,4791,143682,1871,17379,473500,0,2558,72662,0,2227,80497,0,6545,177686,1167,24879,883559,90,9856,380161,1,6140,80029,0,1100,35754,199,676,11921,164,1000,13578,0,3546,77977,2611,10943,120398,0,1663,36404,0,564,54,0,2162,39048,0,1673,33070,0,1444,21251,0,13327,361933,7428,2377,8198,0,3949,45781,2528,4512,79537,0,2423,43800,0,3126,39883,0,4380,63930,733,12990,159989,1
2022/5/9,293547,7650497,20020,21342,288961,0,2084,47968,0,114,26771,0,144,277,0,2437,24340,0,1681,22775,0,4161,50923,0,2803,144979,0,3684,80057,0,2970,84148,0,11139,510656,0,8424,419264,5480,58785,1403943,0,12643,701264,0,3059,60703,0,1437,31598,0,3316,42923,23,1320,27681,0,936,28824,0,2671,62139,149,3151,85567,,4982,145707,254,17543,475641,0,2659,72936,0,2165,80851,0,6327,179071,546,24745,885181,92,10257,381733,4,5403,81066,0,1186,35900,201,730,11986,164,986,13711,0,3546,77977,3137,11138,121612,0,1723,36517,0,627,47,0,2211,39270,0,1636,33267,0,1450,21378,0,13635,363970,6997,2348,8229,0,3791,46270,2548,3292,82415,0,2397,44083,0,3168,40126,0,4574,64469,424,12727,161323,1
2022/5/10,300061,7680055,22646,21373,291328,0,2171,48240,0,119,27056,0,151,293,0,2363,24786,0,1640,22984,0,4368,51220,0,3004,145351,0,3855,80361,0,3221,84408,0,11267,511993,0,8743,420093,6630,58468,1408709,0,13315,702790,0,3459,60704,0,1509,31704,0,3328,43146,23,1362,27985,0,969,28942,0,2700,62550,162,3228,85904,,5729,145547,505,16815,477574,0,2833,73151,0,2382,81084,0,6899,179701,179,26103,888059,92,9543,383184,1,4789,81854,0,1306,36018,202,808,12012,164,1056,13801,0,3546,77977,3802,11675,122184,0,1968,36632,0,740,45,0,2427,39491,0,1761,33463,0,1695,21499,0,13589,365920,7340,2321,8272,0,3999,46567,2585,3649,82850,0,2662,44324,0,3273,40436,0,4194,65273,961,13686,162590,0
2022/5/11,301582,7721542,19481,22794,293165,0,2422,48397,0,126,27390,0,149,367,0,2457,24954,0,1819,23066,0,4522,51660,0,3175,145775,0,4061,80704,0,3397,84685,0,12044,513119,0,8819,421387,1369,48404,1423532,0,14346,704094,0,3750,60966,0,1693,31830,0,3720,43379,23,1462,28224,0,1012,29057,0,2833,62854,170,3738,86227,,6158,146151,687,17946,479442,0,3130,73415,0,2476,81344,0,7377,179402,1061,26760,891073,92,10191,384356,2,4642,82379,0,1378,36183,203,768,12163,182,1114,13902,0,3546,77977,4837,8917,125961,0,2095,36836,0,858,45,0,2720,39679,0,1843,33618,0,1799,21644,0,14284,367456,7512,2534,8311,0,4298,46837,2601,3678,83552,0,2799,44622,0,3740,40759,0,4786,65642,730,15002,163961,12
2022/5/12,314747,7749061,21655,24510,294624,0,2692,48569,0,135,27700,0,154,328,0,2435,25199,0,1919,23171,0,4828,51914,0,3317,146281,0,4132,81040,0,3410,85030,0,12272,514658,0,8915,422522,2597,50033,1426115,0,14460,705820,0,3836,61344,0,1769,31994,0,4100,43574,23,1484,28538,0,1007,29195,0,2972,63070,261,4050,86529,,7029,146469,741,17600,482515,0,3312,73716,0,2848,81494,0,7772,180068,936,27682,893434,92,10787,385660,2,4387,83111,0,1525,36364,203,833,12214,182,1167,14002,0,3546,77977,5671,9855,126474,0,2279,36943,0,936,66,0,2847,39916,0,1933,33769,0,1918,21806,0,15493,368631,7548,2633,8335,0,4204,47411,2629,4193,83685,0,2907,44922,0,3924,41111,0,5019,66139,767,15688,165614,3
2022/5/13,323367,7782934,18637,25372,296790,0,2846,48783,0,138,27917,0,136,388,0,2466,25401,0,2066,23279,0,4927,52313,0,3475,146765,0,4188,81374,0,3419,85376,0,12667,515823,0,8907,423636,3701,49861,1430392,0,15004,707285,0,3862,61741,0,1856,32142,0,4100,43574,23,1617,28762,0,1029,29332,0,3113,63431,172,4333,86882,,7096,147622,627,17936,484552,0,3438,74026,0,2977,81775,0,7873,180903,907,28410,895913,92,11262,386770,0,3883,83912,0,1627,36505,204,918,12228,182,1218,14101,0,4676,81134,2106,10552,127281,0,2421,37209,0,1001,62,0,2949,40134,0,1994,33920,0,2039,21950,0,15811,370722,7335,2716,8372,0,4044,47964,2653,4450,84009,0,2970,45212,0,4114,41413,0,5272,66652,633,16338,167207,2
2022/5/14,333500,7810472,20478,26199,298732,0,2869,49106,0,151,28169,0,150,405,0,2531,25538,0,2142,23486,0,5030,52739,0,3634,147244,0,4412,81547,0,3473,85722,0,12391,517534,0,8981,424620,4757,51145,1432897,0,14919,709447,0,3948,62115,0,1998,32276,0,4249,44451,23,1706,29029,0,1022,29445,0,3162,63781,194,4546,87293,,8125,147622,686,18471,486470,0,3463,74386,0,3056,82043,0,8112,181571,884,29847,897915,92,11627,387973,1,4078,84017,0,1749,36693,205,958,12306,182,1251,14211,0,4676,81134,2867,11082,128047,0,2492,37457,0,1063,76,0,3050,40395,0,2003,34123,0,2107,22138,0,16498,372213,7270,2802,8374,0,4207,48216,2677,4450,84009,0,3001,45538,0,4315,41762,0,5273,67284,640,17086,168923,0
2022/5/15,338381,7839007,22782,26167,301250,0,2641,49632,0,160,28370,0,160,420,0,2559,25670,0,2069,23803,0,5091,53168,0,3696,147783,0,4267,82035,0,3476,86067,0,12397,519158,0,9218,425407,5782,53146,1434237,0,14696,711573,0,3971,62506,0,2052,32459,0,4226,45036,23,1813,29269,0,1007,29580,0,3319,64105,152,4700,87683,,8134,147622,1528,18933,488479,0,3601,74701,0,3110,82274,0,8195,182372,901,30027,900309,92,12130,389238,0,4313,84144,0,1799,36913,206,976,12397,184,1263,14299,0,4676,81134,3587,11084,129292,0,2566,37658,0,1086,111,0,3126,40689,0,2021,34292,0,2170,22321,0,16641,374165,7036,2796,8406,0,4169,48634,2690,4450,84009,0,2962,45881,0,4424,42128,0,5258,67939,599,17640,170389,2
2022/5/16,329399,7875468,20923,26334,303098,0,2451,49981,0,161,28631,0,151,501,0,2193,26157,0,2060,23964,0,4747,53788,0,3643,148317,0,3763,82776,0,3328,86390,0,11993,520511,0,8584,426643,6384,50041,1439715,0,14129,713779,0,3820,62952,0,2020,32643,0,4305,45395,23,1861,29576,0,957,29711,0,3226,64538,56,4719,88097,,8130,149584,190,18848,490441,0,3433,75111,0,3050,82600,0,7739,183729,419,29036,902243,92,12437,390491,0,4372,84328,0,1775,37177,206,1051,12435,184,1249,14412,0,4676,81134,3956,11399,130250,0,2516,37889,0,1052,116,0,2953,41046,0,1911,34511,0,2083,22535,0,16505,376151,6395,2747,8440,0,3933,49050,2699,4816,85033,0,2785,46280,0,4347,42494,0,5145,68651,297,16925,172174,22
2022/5/17,323115,7911126,24439,25774,305557,0,2356,50414,0,153,28833,0,138,515,0,2102,26464,0,2208,24038,0,4729,54217,0,3334,149008,0,3659,83288,0,3241,86893,0,11410,522191,0,8385,427802,7344,48214,1445196,0,13835,715954,0,3771,63277,0,2134,32726,0,3974,45930,23,1898,29898,0,967,29856,0,2972,65156,168,4535,88594,,7969,150190,547,17650,492643,0,3274,75620,0,2986,82963,0,7629,184258,814,29925,905285,92,12164,391389,4,4145,84685,0,1681,37390,207,985,12575,184,1237,14536,0,4676,81134,4452,11721,130764,0,2669,38074,0,1072,123,0,2908,41475,0,1896,34799,0,2219,22735,0,15913,377949,6980,2541,8485,0,3940,49531,2714,4873,85737,0,2833,46723,0,4339,42984,0,4790,69302,877,17291,173970,33
2022/5/18,324558,7948590,19752,25880,308121,0,2351,50763,0,148,29064,0,136,479,0,2044,26708,0,2426,24074,0,4634,54890,0,3239,149529,0,3603,83764,0,3249,87292,0,11203,523915,0,8133,429099,1046,45548,1452210,0,14118,717598,0,3767,63766,0,2349,32846,0,4100,46400,23,1901,30226,0,960,29998,0,3118,65549,182,4758,89214,,8261,150863,621,18175,494742,0,3394,76073,0,3036,83341,0,7737,184964,1146,30884,907814,92,12430,392835,0,3853,85303,0,1695,37653,208,1014,12684,184,1200,14679,0,4676,81134,5302,11526,131922,0,2788,38345,0,1084,155,0,2929,41865,0,1872,35084,0,2293,22991,0,15993,379637,7417,2504,8511,0,4001,49953,2732,5224,86148,0,2866,47091,0,4516,43460,0,4945,70024,756,17997,175814,43
2022/5/19,328855,7982772,21443,25916,310896,0,2402,51118,0,150,29349,0,134,459,0,2060,26846,0,2427,24299,0,4650,55353,0,3243,150077,0,3585,84133,0,3310,87613,0,11228,525420,0,8028,430370,2209,46905,1455020,0,14257,719131,0,3816,64115,0,2324,33078,0,4268,46831,23,1932,30553,0,935,30132,0,3211,65912,159,4752,89839,,8412,151932,599,18570,497062,0,3561,76370,0,3105,83671,0,7993,185854,914,32141,909701,92,12305,394726,1,3707,85787,0,1673,37946,208,1008,12815,186,1190,14807,0,4676,81134,6038,11830,132920,0,2770,38724,0,1135,158,0,2945,42240,0,1885,35308,0,2296,23262,0,16058,381763,7497,2421,8533,0,3890,50484,2758,5114,86979,0,2876,47500,0,4492,43968,0,5026,70699,726,18243,177885,33
2022/5/20,325735,8027015,17978,25220,314142,0,2658,51283,0,146,29598,0,129,453,0,1920,27115,0,2351,24547,0,4501,55948,0,3278,150592,0,3539,84571,0,3247,88016,0,11225,526772,0,7770,431644,3225,44135,1461356,0,14049,721194,0,3779,64541,0,2469,33195,0,4248,47417,23,1823,30959,0,908,30258,0,3238,66326,174,4823,90447,,8605,152846,488,18599,499437,0,3523,76841,0,3140,84039,0,8119,186642,898,32587,912238,92,12464,396220,0,3363,86384,0,1610,38215,208,1081,12874,188,1157,14944,0,5287,85600,1658,11565,134614,0,2851,38952,0,1165,134,0,2866,42650,0,1915,35517,0,2292,23493,0,16072,384001,7531,2361,8562,0,3970,50825,2779,5529,87251,0,2847,47875,0,4332,44609,0,5000,71451,704,17979,180427,10
2022/5/21,323081,8062734,20641,24633,316968,0,2814,51496,0,154,29906,0,130,486,0,1766,27423,0,2163,24921,0,4362,56488,0,3264,151171,0,3575,84955,0,3330,88314,0,10667,528484,0,7659,432755,4226,43429,1465519,0,14409,722650,0,3799,64895,0,2470,33424,0,4155,47985,23,1796,31278,0,902,30375,0,3294,66634,220,4866,91042,,8460,152846,1670,18653,501674,0,3405,77362,0,3185,84476,0,8022,187637,869,31983,915864,92,12406,397808,1,3303,86732,0,1590,38496,208,1063,12983,188,1126,15072,0,5287,85600,2336,11876,135596,0,2767,39323,0,1199,135,0,2818,43008,0,1912,35739,0,2212,23783,0,16095,386236,7273,2324,8577,0,4205,51113,2829,5529,87251,0,2868,48212,0,4352,45070,0,5012,72142,699,17792,182830,7
2022/5/22,318740,8096981,22876,23944,319721,0,2490,52063,0,149,30169,2,136,412,0,1712,27594,0,2166,25062,0,4224,56994,0,3273,151703,0,3547,85268,0,3260,88681,0,10437,529892,0,7609,433809,5233,43260,1468999,0,13678,725297,0,3791,65292,0,2452,33594,0,4066,48589,23,1756,31605,0,901,30486,0,3431,66955,181,4888,91602,,8429,152846,2587,18888,503716,0,3393,77759,0,3429,84518,0,7929,188599,856,30878,919222,92,12279,399327,1,3395,86935,0,1517,38833,208,1120,13030,189,1108,15202,0,5287,85600,2976,12035,136660,0,2680,39680,0,1188,146,0,2820,43301,0,1842,35962,0,2150,24000,0,15843,388475,7084,2253,8613,0,3903,51776,2855,5529,87251,0,2835,48552,0,4248,45592,0,5104,72748,549,17488,184851,40
2022/5/23,308869,8131591,20080,23212,321918,0,2437,52248,0,158,30297,0,126,447,0,1604,27773,0,1952,25382,0,3994,57405,0,3243,152253,0,3280,85705,0,3047,89038,0,10230,530915,0,7282,434734,5834,40831,1473447,0,13310,727043,0,3574,65741,0,2334,33799,0,4048,48994,23,1720,31921,0,846,30621,0,3244,67459,50,4680,92186,,8108,156239,194,18716,505735,0,3215,78152,0,2995,85127,0,7555,189829,396,31299,919683,92,12376,400599,1,3532,87025,0,1491,39045,208,1083,13134,190,1024,15340,0,5287,85600,3330,11517,138215,0,2596,39948,0,1157,139,0,2645,43610,0,1752,36153,0,2000,24235,0,15754,390339,6546,2132,8650,0,3776,52050,2864,5524,88591,0,2697,48889,0,4171,45868,0,5052,73348,298,16263,186722,54
2022/5/24,300225,8166532,22712,22122,324376,0,2310,52621,0,149,30580,0,114,448,0,1554,28026,0,1886,25617,0,3899,57811,0,3147,152730,0,3275,86070,0,3044,89407,0,9738,532316,0,6825,435959,6601,39671,1477873,0,13206,729059,0,3450,66105,0,2395,33910,0,3785,49388,23,1713,32099,0,896,30742,0,3251,67707,278,4458,92736,,7592,157233,367,17431,507723,0,3133,78563,0,2936,85535,0,7644,190136,788,29811,924729,92,11759,401817,3,3484,87192,0,1498,39182,208,1076,13217,190,979,15469,0,5287,85600,3777,11699,138808,0,2583,40298,0,1140,113,0,2652,43963,0,1816,36386,0,2044,24468,0,15143,392175,6805,1981,8673,0,3731,52580,2893,5527,89310,0,2810,49245,0,4402,46105,0,4772,73925,644,16407,188507,43
2022/5/25,300644,8198890,18368,21679,326912,0,2348,52846,0,154,30796,0,115,460,0,1549,28180,0,1885,25817,0,3729,58322,0,3004,153218,0,3234,86378,0,3002,89780,0,9566,533715,0,6996,436752,959,41938,1479527,0,13187,730782,0,3473,66491,0,2396,34133,0,3671,50007,23,1745,32290,0,944,30867,0,3123,68362,192,4636,93287,,7669,157853,479,17896,509724,0,3200,78920,0,2980,85853,0,7720,190848,982,29260,928199,92,11818,403249,2,3798,87245,0,1415,39461,208,959,13458,192,964,15582,0,5287,85600,4451,10772,140500,0,2593,40609,0,1128,125,0,2660,44269,0,1847,36565,0,2055,24681,0,15042,393755,7259,2029,8699,0,3714,53007,2903,5350,90085,0,2812,49619,0,4134,46896,0,4688,74652,582,16480,190514,44
